Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,TimeOfDay,DayOfWeek,IndoorOutdoor,ActivityType,IsFall
-1.904929541,-0.421777934,8.324180582,-177.8813791,-4.367296376,-184.9169994,Afternoon,Friday,Outdoor,Walking,1
1.007025012,-0.210997029,11.49738345,159.0354566,154.3210891,109.0659956,Morning,Saturday,Indoor,Standing,1
0.725550404,-1.336110047,8.875042959,47.19357095,29.16276993,-99.24657895,Evening,Friday,Indoor,Sitting,1
-1.738958888,-1.781113134,10.5090301,32.33465373,54.60647924,-145.2342706,Night,Sunday,Outdoor,Sitting,0
1.100478545,-0.755960229,9.001109103,10.88081339,73.87294962,128.1247527,Afternoon,Friday,Indoor,Sitting,1
-1.317136654,0.687202248,11.30801595,-196.7374234,-173.5997552,108.1682673,Night,Wednesday,Outdoor,Stairs,1
-1.346254662,0.116288627,10.19101419,166.6021883,186.7124162,-8.571436103,Night,Wednesday,Outdoor,Running,0
-1.720706981,-1.532952594,8.9431039,18.69972057,29.38543828,-4.5514771,Night,Wednesday,Outdoor,Stairs,0
-0.4832867,-0.947728182,11.71833896,86.06328519,188.0828076,-32.88099431,Morning,Sunday,Indoor,Walking,1
-1.911758099,-1.414637025,9.942787817,123.0889249,-164.2056819,99.77682034,Evening,Thursday,Indoor,Stairs,0
-1.420465965,-1.818686903,8.501586419,-34.30642703,-39.77257035,9.984090424,Night,Friday,Outdoor,Stairs,1
-0.51472675,1.059955838,9.230067246,-109.0109618,112.9908901,134.0954037,Night,Friday,Outdoor,Standing,1
0.96068394,1.515258045,11.63660134,-7.829680513,176.333903,31.436338,Night,Wednesday,Outdoor,Walking,1
-0.545283104,-1.972216405,11.86187852,-108.027509,119.3095598,42.98907981,Evening,Thursday,Indoor,Sitting,0
-0.465611496,-1.086190376,8.096885208,-164.5069515,-107.5620176,-67.95683515,Night,Sunday,Indoor,Running,0
1.088181674,0.544436931,10.84319169,-65.99008863,22.34613512,65.35732359,Night,Thursday,Outdoor,Running,1
1.599215215,1.437976866,10.16787054,132.2612369,173.7279637,20.52080621,Evening,Saturday,Outdoor,Running,1
1.48988342,1.392945389,9.363614092,-155.53138,-144.660123,40.27420416,Evening,Sunday,Indoor,Running,0
-0.468956888,1.247738024,8.808427999,-14.91943822,39.764844,11.03354658,Night,Saturday,Indoor,Running,0
1.771987549,-0.249984633,11.74006006,-148.0745486,-167.6409601,149.5231011,Evening,Sunday,Indoor,Running,1
0.972817787,1.107279788,9.822463316,-67.44140991,30.14542838,-32.6675372,Night,Saturday,Indoor,Running,1
-0.143252776,0.436017057,9.185178824,-182.7492133,-65.1241947,126.2750695,Afternoon,Saturday,Indoor,Running,1
-0.320011082,1.688216024,11.10544722,69.35055775,-182.4985159,-74.23859204,Morning,Tuesday,Outdoor,Sitting,1
1.482523712,0.226896652,11.06343186,48.21599091,-175.0359083,-193.225718,Afternoon,Sunday,Indoor,Walking,0
0.284704165,0.984718087,11.67411305,30.28360599,-58.17822915,-136.7329765,Evening,Wednesday,Indoor,Standing,0
1.174609147,-0.927749033,10.5874103,-33.47470187,-130.4233111,39.41752685,Night,Saturday,Outdoor,Sitting,1
-0.526471078,1.872934241,9.519462258,-92.0108358,68.91160871,-14.53345518,Afternoon,Saturday,Outdoor,Running,1
-0.418109411,0.928835907,10.70645123,167.3912637,-21.66311131,-123.1465799,Morning,Sunday,Indoor,Walking,1
0.48409596,-1.49866061,9.795627105,118.8142803,-54.6829412,-14.96464276,Afternoon,Tuesday,Outdoor,Walking,0
-1.025755357,-1.713516865,8.328545029,10.47379789,33.29038825,-131.00572,Afternoon,Wednesday,Indoor,Walking,1
-1.292519866,-1.895820953,9.990258474,-187.6005096,-85.59707935,-58.09768309,Morning,Monday,Outdoor,Standing,1
-1.287213809,1.223999862,11.00858241,-55.96863298,21.74290278,-194.9245867,Morning,Monday,Indoor,Walking,0
0.932863066,-1.955410605,9.329029227,11.96305767,57.44424947,-155.8792501,Morning,Tuesday,Indoor,Running,0
-0.2740195,0.258035605,10.13001879,-119.5604735,93.62114106,-119.8291729,Morning,Monday,Indoor,Standing,0
1.533269466,1.492578449,10.26634058,156.6413449,142.0581591,-151.9138384,Afternoon,Wednesday,Indoor,Sitting,0
-1.648633485,-1.021974326,9.632224194,44.27835107,22.89502905,-101.1351176,Morning,Saturday,Outdoor,Sitting,0
-0.022350823,1.588673797,10.54782243,-5.864948412,53.43590855,130.1305751,Evening,Friday,Indoor,Stairs,0
-0.263937059,0.336523957,10.5847128,123.057306,-80.92808529,-66.71875317,Evening,Sunday,Indoor,Stairs,0
-1.366493534,1.542593655,9.063461194,-42.81066233,15.01598835,129.2454223,Afternoon,Monday,Indoor,Standing,1
-0.019530678,1.645131951,10.13222183,193.1937194,-198.9491731,-18.55774539,Afternoon,Tuesday,Indoor,Walking,1
1.686383313,0.896282359,11.75058187,-108.4785399,-17.75824141,13.25553412,Afternoon,Thursday,Indoor,Stairs,1
1.3048122,-1.283662866,9.607227399,-121.8378749,53.30292364,176.5797763,Evening,Tuesday,Indoor,Sitting,0
0.045570569,1.060346815,10.99255766,-61.65577078,99.43565079,-117.623106,Morning,Saturday,Indoor,Sitting,1
-1.234157169,0.652302029,11.99939531,-70.38869827,158.0608934,175.7415949,Evening,Tuesday,Outdoor,Stairs,1
-0.709345826,-1.106901138,10.76112678,198.209608,138.5518654,184.3433695,Morning,Friday,Indoor,Sitting,1
0.902680462,-1.14985026,10.76095405,97.89999212,-34.27230884,-11.44536924,Afternoon,Tuesday,Indoor,Stairs,0
-1.590345106,-1.960460298,9.540273236,-118.4212475,-48.45879627,-30.74410652,Night,Wednesday,Indoor,Sitting,0
-0.115738477,0.147135684,8.159151136,-198.9553048,-28.89242521,-150.2139225,Afternoon,Monday,Indoor,Running,1
-0.953626998,1.44609443,9.250442875,-48.6717357,-33.11113026,-125.5702166,Morning,Wednesday,Indoor,Running,1
-1.424461044,-0.665564493,10.86050728,18.77845107,-106.5436667,-102.5076874,Evening,Tuesday,Outdoor,Running,0
-0.987623137,-1.942726001,10.5808265,-66.41489863,9.793680731,-122.5055462,Afternoon,Sunday,Indoor,Running,0
0.653737148,1.522776835,8.331293408,44.98686938,196.8284173,105.7419721,Morning,Thursday,Outdoor,Stairs,1
-0.519290558,-1.821935118,11.86464706,-165.7943688,-160.9487671,48.55375057,Afternoon,Thursday,Outdoor,Stairs,1
-1.119438601,1.059944254,8.0771642,-164.9346879,-30.73924473,60.92309529,Morning,Friday,Indoor,Stairs,1
1.909468965,1.784242422,10.57773739,148.4914182,199.9902643,56.08729805,Morning,Saturday,Outdoor,Running,1
1.869664517,-0.157349189,8.097436007,28.40777615,87.69028298,-176.553914,Afternoon,Friday,Indoor,Stairs,0
0.846807175,-0.098853283,9.278561437,9.67204404,-80.36514748,-15.91152805,Morning,Friday,Indoor,Running,1
-0.246612297,-0.592845718,8.201683182,165.1300134,34.29592671,160.3293361,Morning,Friday,Outdoor,Standing,1
-0.532022767,1.215860904,9.697782868,93.19504824,-195.85551,-11.80633925,Evening,Saturday,Indoor,Walking,0
-1.442895784,1.724879077,10.65737378,180.8606092,-45.98809711,45.59347183,Afternoon,Sunday,Outdoor,Sitting,0
-1.518356973,-1.48953266,8.15505844,66.90834442,-16.46719563,-31.55201781,Evening,Thursday,Outdoor,Walking,0
0.534970828,-1.52082095,8.59362802,-193.4227762,45.98779952,99.14771837,Evening,Friday,Indoor,Stairs,1
0.578482428,-1.696058316,8.931427833,182.4526236,-148.6871544,142.8241957,Afternoon,Wednesday,Outdoor,Running,1
-0.776947709,-1.689350829,10.11429778,144.0669722,115.7880847,-122.9578405,Evening,Friday,Outdoor,Walking,1
-1.056706711,-0.053553648,10.63349238,32.40412045,-87.72960984,59.10059377,Afternoon,Tuesday,Indoor,Walking,0
0.997444232,-0.544612807,11.61575573,-12.24401719,67.69437872,191.4277333,Morning,Tuesday,Indoor,Sitting,1
1.018715966,-1.584195643,9.749691887,-133.0863182,11.53586761,84.40993706,Morning,Wednesday,Indoor,Running,0
1.780898546,-1.608901865,11.72117699,84.84355928,96.54859457,-49.37854955,Night,Sunday,Indoor,Sitting,0
-1.88502193,1.805098595,10.96855531,177.5849007,-20.09785186,-60.25251052,Night,Tuesday,Outdoor,Walking,1
0.418681716,1.698518099,8.69063421,-41.63436741,-159.0116149,39.81179115,Morning,Tuesday,Indoor,Standing,0
0.198106879,-0.280130682,11.95464518,-18.62320853,104.001442,99.89134777,Night,Sunday,Outdoor,Standing,0
-0.00879256,-0.574437278,11.92899015,2.316361758,25.51329176,38.62820749,Evening,Friday,Outdoor,Walking,1
-1.716920145,1.976447146,8.181801959,144.1604668,-57.06292801,97.03963967,Afternoon,Thursday,Indoor,Walking,1
1.797742183,-1.702903903,8.783095069,81.73364218,59.55247567,36.94448311,Evening,Monday,Indoor,Standing,0
-1.886391565,1.529169138,8.285703971,-107.8165551,167.4431837,-134.157972,Afternoon,Sunday,Outdoor,Sitting,1
1.925400269,0.059761038,8.716950271,-184.5537077,144.2493556,-61.98087168,Night,Friday,Indoor,Stairs,0
1.579075913,0.422391314,11.3816051,77.05182887,-163.8969678,-72.08913906,Evening,Thursday,Outdoor,Walking,1
1.864412914,-0.58556221,11.09337453,133.9430887,-1.912464958,-181.5810174,Evening,Thursday,Indoor,Standing,0
1.40521569,-1.994975419,10.52717267,-37.21460411,-134.9323427,-47.83827821,Morning,Saturday,Indoor,Standing,0
-0.175287963,1.057438871,11.46024987,138.854773,55.27634065,94.46471488,Evening,Wednesday,Outdoor,Standing,1
0.765053133,-1.052171095,10.94867306,-104.821828,154.664446,-46.57465184,Night,Wednesday,Indoor,Stairs,0
0.701749463,-1.073714384,10.87853859,28.98681812,-145.0473598,-101.6993364,Night,Thursday,Outdoor,Stairs,1
-0.599934688,0.944108583,10.81330089,-34.5757041,-83.22154671,-11.44049336,Night,Tuesday,Outdoor,Walking,0
1.639323819,-1.458675893,11.48296732,-18.26787849,125.1510686,-23.84178721,Evening,Wednesday,Indoor,Stairs,0
1.48984627,0.344773527,11.99173159,139.5081662,43.82133395,-41.97016145,Afternoon,Thursday,Outdoor,Walking,1
1.250781832,0.294409355,8.226448565,24.2476486,64.79620393,-96.26905381,Afternoon,Friday,Indoor,Sitting,0
0.700202395,-1.474057185,8.678815382,140.3926768,141.2781819,-148.303924,Afternoon,Sunday,Indoor,Walking,1
0.55386992,0.632537891,9.286213846,82.61393062,157.8934575,144.6066984,Morning,Thursday,Indoor,Walking,0
-1.553338573,0.719645893,8.898826564,-48.75395455,118.8753231,-162.8702856,Evening,Thursday,Indoor,Walking,0
1.516961296,-0.437876529,10.72034048,171.969846,16.63256837,93.54101245,Afternoon,Thursday,Indoor,Running,0
-1.246170797,1.47381341,9.142589518,140.5088143,-66.62015539,96.39541273,Evening,Tuesday,Outdoor,Standing,1
-1.845394381,1.6382985,9.299758627,77.28565424,119.9532341,-76.88357196,Afternoon,Tuesday,Indoor,Sitting,1
1.568007038,-1.85976443,10.82668186,169.0699181,-46.35015925,141.9637735,Afternoon,Monday,Outdoor,Sitting,0
0.343872442,0.467712628,9.150449856,54.54018639,-82.83007765,92.90114753,Evening,Tuesday,Indoor,Running,0
-0.648438427,-1.925341103,8.167184147,-61.6109021,-100.5988632,-190.6553109,Night,Wednesday,Outdoor,Standing,1
-1.111084745,-1.230126855,9.343359865,-59.4364567,49.63839107,-63.37363533,Night,Thursday,Outdoor,Stairs,1
0.162952956,1.96076519,10.78482476,157.0026879,30.06342792,-35.4479893,Night,Friday,Outdoor,Standing,1
-0.175932274,-1.276580163,9.243773931,180.854683,-90.33163828,-16.4497471,Night,Sunday,Indoor,Sitting,1
-1.251030421,-1.330120365,9.356771702,-186.0516189,94.56378821,-189.1139039,Evening,Friday,Outdoor,Standing,0
-0.370595387,-1.685723008,9.5161651,23.98926341,136.7368691,123.1585563,Afternoon,Wednesday,Outdoor,Sitting,0
-1.051264362,0.411275758,11.30457157,167.0944255,80.69004367,-184.0747031,Evening,Sunday,Outdoor,Running,0
-1.776649243,-0.788049427,8.627085167,156.7505029,99.83758112,96.67887482,Morning,Sunday,Outdoor,Walking,1
-0.806253014,-1.328345901,9.774515679,21.65381011,155.2092226,94.32308157,Afternoon,Sunday,Outdoor,Stairs,1
-1.290679025,1.047615276,8.537338929,29.23414187,-40.8335844,-32.89736813,Evening,Thursday,Outdoor,Stairs,1
-0.6028541,-1.104891314,9.972006878,133.7949591,176.4421574,-67.15302701,Morning,Monday,Indoor,Sitting,1
1.771742899,0.17731323,11.616744,142.7821246,106.5011728,27.98274014,Evening,Monday,Outdoor,Stairs,1
-1.597148833,-0.429302384,10.24153197,32.4286033,62.8373481,98.94158323,Evening,Friday,Indoor,Standing,1
-0.117812999,0.124842575,10.87490981,81.91237033,-174.8014266,46.83680215,Morning,Tuesday,Indoor,Walking,1
0.599815424,1.94350127,9.391166421,-155.0131823,-168.3795469,-47.41987925,Evening,Tuesday,Outdoor,Running,0
-1.797010829,0.987528712,10.77707963,-54.5987468,193.474514,-16.00171646,Evening,Tuesday,Indoor,Stairs,0
-0.076067103,0.874859941,9.850028459,199.1649584,-159.4775575,-17.35945764,Afternoon,Tuesday,Outdoor,Sitting,1
-1.967462391,1.846934447,9.231131079,78.59401396,53.68936455,-30.46402465,Evening,Monday,Indoor,Walking,1
1.218063134,0.893554035,8.426749319,4.820210164,-196.5598546,82.27947132,Morning,Saturday,Outdoor,Standing,1
-1.198327669,-1.710261287,9.166350742,-42.82088869,47.72585107,103.0450559,Night,Saturday,Indoor,Running,0
-1.219138044,-1.914257906,10.66952766,190.7230753,-112.7601605,111.5226598,Night,Sunday,Outdoor,Stairs,0
-0.293862405,-0.425330872,9.995764733,140.264503,56.5830173,-5.19167165,Evening,Saturday,Indoor,Sitting,1
-0.899720914,1.036438832,10.03762521,-172.4338096,24.13143577,-60.52851292,Night,Thursday,Indoor,Walking,1
-0.755887701,-0.385663568,9.036479167,95.65972318,-109.6289838,-30.28146721,Night,Thursday,Indoor,Stairs,1
0.25106347,-0.10239108,9.303550639,73.8142312,-127.9099304,166.6574805,Night,Sunday,Indoor,Stairs,1
0.580606215,0.915047556,9.466611929,-111.583894,-169.9929243,-48.42179688,Morning,Sunday,Indoor,Walking,0
-1.500532864,1.631805533,11.3603414,-194.1677949,-47.29932929,149.2113338,Night,Tuesday,Indoor,Stairs,0
-0.022659433,1.630900164,10.93672065,-3.261996138,103.1315232,-11.74157334,Evening,Saturday,Indoor,Sitting,1
-0.117129658,-1.514191337,11.8653385,22.22056152,-22.34140262,8.293426548,Evening,Wednesday,Indoor,Standing,1
1.222453404,0.188385147,8.018758834,-100.5741653,151.3621371,161.6093526,Night,Tuesday,Outdoor,Walking,1
-0.390899659,-1.246189316,10.32799975,148.9557668,72.04222556,-21.05422924,Evening,Saturday,Outdoor,Sitting,1
1.662466326,-1.326424135,10.11815683,-10.90462522,-101.1243102,-168.0429536,Morning,Thursday,Outdoor,Running,0
-1.558846276,1.344573203,9.58477039,-103.1673538,-156.4433989,126.4721676,Morning,Tuesday,Outdoor,Standing,1
-0.538289113,1.658515689,10.33013924,99.66399902,-98.86188658,22.8063696,Morning,Tuesday,Outdoor,Walking,0
0.738193368,1.584956464,9.145916623,-149.0501712,142.0426006,44.06471663,Night,Sunday,Indoor,Standing,1
-1.416964815,1.969153989,10.06718722,-171.2648086,-21.34689478,-137.494409,Afternoon,Wednesday,Indoor,Walking,1
1.900643455,0.202251017,8.442159037,93.90960951,29.27923311,-70.45275982,Morning,Wednesday,Outdoor,Stairs,0
0.876991037,-1.489623805,11.44968312,-101.0070603,-113.0757977,-121.8141386,Evening,Tuesday,Outdoor,Stairs,1
0.951267496,1.225380078,11.02068284,-9.423091825,-129.6358635,-165.5805882,Evening,Sunday,Outdoor,Standing,1
0.839918019,0.610311201,11.02350951,-64.33818421,141.1234002,189.1752676,Morning,Tuesday,Outdoor,Standing,1
0.736074885,0.180200254,9.73908217,138.9704301,-72.18901568,-4.874610675,Afternoon,Tuesday,Outdoor,Standing,1
-0.997632452,0.204824936,9.378214666,-163.7404257,-53.48483934,-73.45437479,Morning,Monday,Indoor,Stairs,0
0.989841569,0.91551697,8.079151314,149.9860794,141.9571562,-80.24083615,Morning,Saturday,Outdoor,Sitting,0
-0.254013721,-0.96870923,11.06926943,-137.7660272,18.17603406,-108.9127505,Morning,Monday,Indoor,Running,0
-1.59311064,-1.974918842,10.30105583,-51.58039473,-62.64551892,-104.9703552,Morning,Sunday,Outdoor,Stairs,1
1.872922665,1.095846549,8.581157908,148.0936577,126.3980415,-154.2802398,Morning,Thursday,Indoor,Sitting,1
0.812289031,-0.53545848,10.52002274,-40.87031436,-185.8158195,20.11630164,Evening,Thursday,Outdoor,Walking,1
-0.984728547,-1.700127385,11.38086739,110.8818291,-33.23571807,-47.91887782,Morning,Friday,Indoor,Stairs,0
-1.892281474,-0.763604752,9.82426656,-141.7816893,-54.10823911,176.3595157,Morning,Friday,Indoor,Stairs,1
0.203628496,-1.354227006,8.018737699,41.83076472,120.8264989,-198.2269277,Afternoon,Wednesday,Indoor,Standing,1
0.049733266,-1.499182028,9.89748219,26.63097062,97.12580167,-131.0749901,Evening,Friday,Outdoor,Sitting,0
-0.34660716,-1.600186196,10.63022824,12.68837522,192.9624826,-128.3404281,Night,Wednesday,Indoor,Standing,0
1.854723884,-0.111635766,8.793487316,-79.348658,178.2100006,22.791988,Afternoon,Friday,Outdoor,Stairs,0
-0.422462762,-1.404505779,11.67892128,-51.54809837,-157.7570438,18.88153521,Night,Monday,Outdoor,Standing,0
1.35106282,-1.780806979,8.988454632,-60.95325072,185.7558955,67.17082753,Morning,Wednesday,Indoor,Sitting,0
1.739231641,-0.1144117,11.56280478,48.21978624,-1.29899343,57.25437949,Evening,Wednesday,Indoor,Walking,0
-1.259832412,-0.334699805,9.388810342,61.52150675,-194.7046642,131.9055253,Evening,Saturday,Outdoor,Standing,0
1.501132105,-1.252370716,9.698446543,198.0891273,-199.977072,140.6980887,Afternoon,Thursday,Indoor,Stairs,1
-0.755373152,0.033244841,9.697614901,-187.0273683,-71.87714112,90.50500015,Afternoon,Thursday,Outdoor,Running,1
1.665609354,1.363128217,11.84516659,-139.607653,12.35193497,-198.5100814,Afternoon,Monday,Outdoor,Running,1
0.819943683,0.138186981,11.86142797,36.07066203,-58.85871738,-64.35419359,Night,Monday,Indoor,Standing,1
1.470723268,1.209813142,11.24085899,-34.83681431,-165.5645794,-110.5133293,Afternoon,Saturday,Indoor,Sitting,1
-1.262732504,-0.889039197,11.51302224,-71.10462047,-24.86247635,-132.3091586,Night,Saturday,Outdoor,Standing,0
0.069318146,-1.900914305,8.528034055,-153.7321575,69.96048036,93.3170787,Evening,Monday,Indoor,Running,0
1.412239856,-0.380595991,10.65779018,35.94476527,-1.052743854,-155.7486391,Morning,Thursday,Outdoor,Stairs,1
0.358963671,1.551655643,9.116063051,-163.4451471,-118.200075,158.9406231,Evening,Wednesday,Outdoor,Sitting,0
-0.83079754,-0.267317809,8.156190953,-48.78766981,50.32914306,106.0756877,Afternoon,Thursday,Indoor,Sitting,0
0.182999512,0.593021404,9.248742334,-149.6096969,-145.4513943,71.08874012,Night,Friday,Outdoor,Stairs,0
1.417580559,-0.031985401,10.41739223,-157.6613811,-51.4045823,78.85353841,Morning,Friday,Indoor,Walking,0
-1.17752608,0.741871132,8.532695554,38.83804864,82.80602966,161.7078204,Afternoon,Friday,Indoor,Stairs,0
1.244647984,-1.237952935,9.818070027,157.6843168,83.25271003,-67.64893477,Evening,Saturday,Indoor,Stairs,1
0.793120382,1.620662736,9.003918644,-81.01923961,-32.3204583,175.7983858,Morning,Saturday,Outdoor,Walking,1
-1.932809019,-1.365638106,11.47692594,-164.0981119,87.26837583,127.1852172,Morning,Monday,Outdoor,Standing,0
-0.708771045,-0.660910152,9.618143068,144.4816344,183.265082,71.56637698,Evening,Monday,Outdoor,Running,1
0.852486084,-1.957039204,9.998837491,92.77120613,-188.1028804,108.1483468,Evening,Thursday,Outdoor,Walking,1
0.264548117,0.516730553,11.56400292,51.5914967,122.7834753,140.7835432,Night,Friday,Indoor,Sitting,1
0.836594091,0.729556713,10.73874711,136.5224867,30.00935119,115.5295091,Morning,Tuesday,Outdoor,Running,0
0.697459689,1.694879537,11.74609668,-95.864715,-135.8262943,-152.7350877,Evening,Monday,Indoor,Running,0
-0.232785361,-0.118669675,9.219860135,27.99389448,-82.97839772,3.418045133,Evening,Wednesday,Outdoor,Sitting,0
0.111386569,-1.603095299,8.589850869,-7.681820772,-185.5253167,-187.7508781,Night,Friday,Indoor,Sitting,1
-0.916509497,0.731252455,9.116492535,11.11176192,-15.81068609,-64.43367093,Evening,Monday,Indoor,Standing,0
0.46658713,-0.608589655,10.30824525,-198.4281027,-6.978563968,-196.0356906,Night,Saturday,Outdoor,Walking,1
-1.507198639,0.403447196,9.894993089,-179.1190578,-5.571175769,-20.39893422,Night,Thursday,Outdoor,Sitting,0
-1.058228224,-1.476749503,9.515029868,76.30613807,194.2266369,-70.37418221,Night,Saturday,Indoor,Walking,1
0.056802769,1.280536084,11.59877919,146.5334599,-150.2544124,-42.94693279,Morning,Wednesday,Outdoor,Stairs,0
-1.581093704,0.653991452,10.31636611,-163.6603176,-93.55298637,169.7120116,Morning,Thursday,Outdoor,Stairs,1
0.771623443,0.871869001,8.559121243,-191.1823312,177.9082954,-47.96925171,Night,Thursday,Outdoor,Walking,1
-0.616861492,1.445201737,10.9484782,29.57914599,3.842794001,-116.7981978,Morning,Monday,Outdoor,Stairs,0
1.443190682,0.037355809,11.42216695,140.1931179,-15.07314937,109.8313293,Afternoon,Tuesday,Outdoor,Stairs,1
-0.914677052,-0.995715046,10.27264336,-161.3518313,-131.8221362,109.3367105,Night,Thursday,Indoor,Stairs,1
-0.529313908,0.782234992,9.605499958,-196.3646573,-5.765692729,145.9069264,Night,Friday,Indoor,Stairs,1
1.383879546,1.204898055,8.700944469,186.2482544,50.92220187,70.35608327,Night,Sunday,Outdoor,Running,0
1.426229712,-1.109801769,8.510783989,-15.7497725,-50.36774034,-166.5940446,Evening,Friday,Outdoor,Running,0
0.215071392,-1.689122383,9.1380435,168.4838518,72.08557559,-80.81030094,Evening,Friday,Indoor,Running,1
0.870779226,1.527208638,11.74314825,27.2351623,-131.5302779,169.6906522,Evening,Friday,Outdoor,Walking,0
-1.728327886,0.278144458,9.193312614,102.8272296,143.1262375,-150.1571123,Afternoon,Friday,Outdoor,Standing,1
0.289609323,-1.212569766,8.532778621,156.1505217,199.5115831,-10.01161525,Afternoon,Thursday,Outdoor,Standing,1
-0.195964816,-0.721257554,10.18260071,19.1647429,82.96472214,-152.4059159,Afternoon,Tuesday,Outdoor,Running,1
0.620858245,1.089899312,11.04528068,-120.8203996,-2.297105475,-149.7089866,Evening,Thursday,Outdoor,Standing,1
-1.579764975,-0.281890565,8.780348766,142.2915679,192.5155922,-47.90191371,Evening,Sunday,Outdoor,Stairs,0
1.390526645,1.170027209,11.78255005,177.900225,-167.8295649,37.03639276,Evening,Tuesday,Indoor,Running,0
-0.605867487,0.446108501,8.059740749,-82.90618818,73.23652577,34.00838965,Night,Sunday,Indoor,Sitting,1
0.290969929,-1.968422824,9.301954043,-55.5169467,17.07176835,2.338934543,Night,Tuesday,Indoor,Sitting,1
0.692329077,0.785992849,8.561656254,-88.08266758,21.25505523,114.5236545,Afternoon,Thursday,Indoor,Sitting,0
-1.283156062,-1.281590565,10.94874753,29.94808735,123.5908986,58.68044555,Night,Saturday,Outdoor,Walking,0
0.022956189,-1.176969779,11.79596175,-55.69077815,-185.1514083,84.90908871,Afternoon,Sunday,Indoor,Stairs,1
0.646026383,1.420810721,9.624413361,163.1568397,198.6321939,-72.3388792,Afternoon,Tuesday,Indoor,Sitting,1
1.530346354,-0.094386566,10.69415254,169.6905689,44.85746848,126.2539965,Night,Saturday,Indoor,Walking,0
-1.110933499,-1.516942831,10.01049656,24.37300463,119.3243054,107.0907337,Afternoon,Monday,Outdoor,Standing,0
-1.743450535,0.28498371,8.063056807,155.6608977,-133.3042582,34.8403587,Morning,Sunday,Indoor,Standing,1
1.499845284,1.231441117,10.76515006,-165.1321088,1.08682834,-84.14186857,Night,Sunday,Outdoor,Running,0
1.540565787,1.673450849,10.72765073,186.2876464,69.57442856,135.9158942,Evening,Saturday,Indoor,Walking,0
1.940832174,-0.540837521,11.58118417,-199.5738233,34.82453613,109.7448285,Afternoon,Saturday,Outdoor,Stairs,1
-0.694422637,1.648913842,9.015560724,133.3448704,177.8908938,-21.73371237,Evening,Friday,Indoor,Running,1
0.557865141,0.910398115,10.93338109,-27.676032,-155.0681514,114.6086335,Afternoon,Monday,Indoor,Running,0
1.498478227,-1.724369294,11.83939176,-32.85880916,199.1095984,11.83576506,Night,Monday,Outdoor,Standing,1
1.278461345,1.03889448,11.0843867,-30.75827053,52.59823664,-195.8708527,Evening,Friday,Indoor,Stairs,0
1.206975265,-1.903056308,11.31823752,61.00868406,-53.1067996,-118.0647846,Evening,Saturday,Indoor,Walking,0
1.597783725,0.924496812,11.42118707,-57.36178259,-43.52085917,142.3728873,Night,Sunday,Outdoor,Stairs,1
0.983903877,-1.352199371,9.509172096,28.72729423,13.52320119,-79.88606694,Evening,Monday,Indoor,Standing,0
